Title,Author(s),Year,Supervisor,Second reader,Abstract/Summary,Main Research Question,SDG,Justification for SDG,Geographical scope,Scale,Main sector,Keywords,Methodology Type,Specific Methods,Theories,Internship Organization,Organizations Studied,Geographical location standardized,Latitude,Longitude,Location precision,Flag,Thesis_PDF,Cover_Image,Match_Status,Country,All_Latitudes,All_Longitudes
The legitimation of digital platforms across different markets in the Netherlands,Maurits van Schaik,2022.0,Dr. Matthijs Punt,Prof. Dr. Koen Frenken,"Digital platforms such as Uber, Deliveroo and Airbnb disrupt markets and create new rules. This study examines how digital platforms leverage legitimacy spillovers from markets, addressing a gap in the literature. The research question is: to what extent does the market entry of a digital platform in the Netherlands depend on external legitimacy spillovers? Using logistic regression analyses on gig and sharing platforms from 2010 to 2020, the findings reveal that platforms benefit from legitimacy spillovers in the short term but are negatively affected by spillovers from other markets. As competition intensifies, market entry becomes dependent on spillovers from other markets, driven by institutional transposition.",To what extent does the market entry of a digital platform in the Netherlands depend on external legitimacy spillovers?,"9 - Industry, Innovation and Infrastructure","This study focuses on the innovation and infrastructure of digital platforms, exploring how they establish legitimacy in various markets.",Netherlands,National,Governance & Policy,"digital platforms, legitimacy, spillovers, institutional theory, organizational ecology",Quantitative Empirical Research,Logistic regression analyses,"Institutional Theory, Organisational Ecology",,"Uber, Deliveroo, Airbnb",Netherlands,52.243498,5.634323,Country,,,,Not found,Netherlands,52.243498,5.634323
Socio-technical transition and justice: A study on containerization and justice in the Port of Rotterdam (1960-2010),Jelle Kolkman,2022.0,Toon Meelen,Koen Beumer,"This research describes how justice and injustice for dockworkers developed during the socio-technical regime transition from the breakbulk regime to the container regime in the Port of Rotterdam. The study employs the Multi-Level Perspective and three-justice tenets to create a conceptual framework. A literature analysis and semi-structured expert interviews were conducted, leading to a historical case study. The findings reveal that the transition resulted in job distribution shifts and cultural exclusion, but high unionization rates allowed dockworkers to influence procedures and prevent forced layoffs, ultimately leading to improved pay and conditions in container terminals.",How did justice and injustice for dockworkers develop during the socio-technical transition from the breakbulk regime to the container regime in the Port of Rotterdam?,8 - Decent Work and Economic Growth,"This SDG applies as the research focuses on the labor conditions and justice for dockworkers during a significant transition in the port, highlighting the importance of decent work opportunities.","Rotterdam, Netherlands",Local,Social Justice & Equity,"socio-technical transition, justice, dockworkers, Port of Rotterdam, containerization",Qualitative Empirical Research,"Literature review, Semi-structured interviews, process-tracing, Case study",Multi-Level Perspective,,,Rotterdam,51.924442,4.47775,City,Abstract too short,kolkman_2022.pdf,kolkman_2022.png,Matched,Netherlands,51.924442,4.47775
Influencing regulations,Lars Zijm,2022.0,Frank van Rijnsoever,,"The Netherlands has developed a new tool called internetconsultatie.nl, which allows anyone to provide feedback regarding regulative proposals through submissions, thereby facilitating institutional entrepreneurship. I study the submissions quantitively following the model proposed by Battilana et al. (2009), using logistic regression models to determine the relations between the enabling conditions, framing strategies and allies variables and the contributions to regulative change. I find that nearly all the variables contribute to regulative change, substantiating Battilana et al.’s model and indicating its applicability in determining which activities of institutional entrepreneurs are more likely to effectuate regulative change. I advise the Ministry of Justice and Security to improve transparency and recommend policymakers to be cautious of potential biases.","How do actors’ enabling conditions, framing strategies and allies in internet consultations contribute to regulative change?","16 - Peace, Justice and Strong Institutions","This research focuses on improving the transparency and inclusivity of regulatory processes, which aligns with the goal of promoting peaceful and inclusive societies for sustainable development.",Netherlands,National,Governance & Policy,"internetconsultatie.nl, institutional entrepreneurship, regulative change, enabling conditions, framing strategies, allies",Quantitative Empirical Research,Logistic regression models,Battilana et al. (2009) model,,,Netherlands,52.243498,5.634323,Country,,,,Not found,Netherlands,52.243498,5.634323
Co-evolution between municipal regulations and bike sharing business models,B. Mekel,2022.0,"Dr. T. Vaskelainen, Dr. L. Piscicelli",Dr. C. Bidmon,"This study examined how the regulatory regime can affect the design space of niche business models when scaling up and how niche actors adapt their BM to deal with the regulations. By studying the co-evolution process between the regulatory regime and the development of niche business models, the municipality of Amsterdam and seven bike sharing providers operational in Amsterdam were taken as a case study. The study was conducted qualitatively using document analysis and semi-structured interviews. The findings show that niche entrepreneurs adapted their business models differently, but all providers adopted a fit-like strategy to deal with the regulatory regime, highlighting the significant role of regulation on business model design.",How does the regulatory regime affect the design space of niche business models in the bike sharing sector in Amsterdam?,11 - Sustainable Cities and Communities,"The study focuses on the bike sharing sector in Amsterdam, which directly relates to sustainable urban mobility and the development of sustainable cities.","Amsterdam, Netherlands",Local,Urban & Regional Development,"bike sharing, business models, municipal regulations, co-evolution, Amsterdam",Qualitative Empirical Research,"Document analysis, Semi-structured interviews, Thematic analysis",,,,Amsterdam,52.37308,4.892453,City,,mekel_2022.pdf,mekel_2022.png,Matched,Netherlands,52.37308,4.892453
"Self-made success, achieved together How and why the DIYbio community engages in DIYbio projects and what makes them successful.",Thomas van de Voort,2022.0,Wouter Boon,Koen Frenken,"This research investigates the DIYbio community, focusing on how and why its members engage in DIYbio projects and the characteristics that contribute to project success. The study employs qualitative interviews with community leaders and a quantitative survey to analyze project success factors. Findings reveal that knowledge diversity significantly influences project success, while various motivations and cultural differences exist among community members. A DIYbio project cycle is proposed, highlighting key activities for success. The results are compared to user community literature, revealing differences between DIYbio and Open Source Software communities.",How and why does the DIYbio community engage in DIYbio projects and what characteristics make these projects successful?,"9 - Industry, Innovation and Infrastructure","The research focuses on the DIYbio community's innovative projects and their contributions to scientific research and collaboration, aligning with the goal of fostering innovation and building resilient infrastructure.",Global,Global/International,Governance & Policy,"DIYbio, user innovation, project success, community engagement, synthetic biology","Qualitative Empirical Research, Quantitative Empirical Research","Interviews, Survey, Regression analysis","User Innovation, User Community Literature",,,,,,Broad,Abstract too short,voort_2022.pdf,voort_2022.png,Matched,Global,,
Analysis of the Dutch Mission-oriented Innovation System (MIS) for a natural gas-free built environment,Kasper Baarends,2022.0,Dr. Joeri Wesseling,,"This thesis applied the Mission-oriented Innovation System (MIS) framework on a case study in the Dutch built environment. It studies the mission 'disconnecting 1.5 million existing homes from natural gas by 2030', which finds its origin in the Dutch Climate Agreement and the Integral Knowledge and Innovation Agenda (IKIA). By following the five analytical steps of the MIS framework, the research question was answered: 'To what extent are the mission governance actions and mission governance structure adequately targeted on resolving the systemic barriers present in the Dutch Mission-oriented Innovation System of the built environment?'. A qualitative research approach was chosen, and data was collected through 30 interviews and desk research. Six systemic barriers were identified, and recommendations for improving mission governance actions were proposed.",To what extent are the mission governance actions and mission governance structure adequately targeted on resolving the systemic barriers present in the Dutch Mission-oriented Innovation System of the built environment?,11 - Sustainable Cities and Communities,"The research focuses on creating a carbon-neutral built environment, which directly contributes to sustainable urban development and the reduction of greenhouse gas emissions.",Netherlands,National,Urban & Regional Development,"Mission-oriented Innovation Policy (MIP), Mission-oriented Innovation System (MIS), built environment, natural gas-free, mission governance, systemic barriers, policy evaluation",Qualitative Empirical Research,"Interviews, Desk research",Mission-oriented Innovation Systems,,,Netherlands,52.243498,5.634323,Country,,,,Not found,Netherlands,52.243498,5.634323
Expectations of Energy communities,Kimberly Deppe,2022.0,Alexander Peine,Nick Verkade,"Energy communities are a vastly growing development in the Netherlands. They organize collective and citizen-led energy actions. They help to increase public acceptance and private investments for renewable energy projects. Simultaneously, they can provide citizens with benefits such as increased energy efficiency or decreased electricity bills. Furthermore, energy communities can contribute to the flexibility of the power grid through demand response and storage. This thesis utilized literature on the sociology of expectations and the notion of transition pathways to fill this knowledge gap. The expectations of actors in the niche as well as the regime were gathered to identify the possible transition pathways for these energy communities. 19 semi-structured interviews were held with actors sampled from the structure analysis. This resulted in eight key expectations and five possible transition pathways.",What are the expectations of actors in the niche and regime regarding the future of energy communities and what transition pathways can be identified?,7 - Affordable and Clean Energy,"The research focuses on energy communities that aim to enhance renewable energy projects and improve energy efficiency, directly contributing to the goal of ensuring access to affordable, reliable, sustainable, and modern energy for all.",Netherlands,National,Energy & Climate,"energy communities, transition pathways, expectations, Renewable Energy, citizen-led actions",Qualitative Empirical Research,Semi-structured interviews,"Sociology of Expectations, Transition Pathways",,,Netherlands,52.243498,5.634323,Country,,,,Not found,Netherlands,52.243498,5.634323
HOW ‘JUST’ IS THE PROTEIN TRANSITION UNFOLDING FOR CONSUMERS IN THE NETHERLANDS?,Maartje Aalders,2023.0,"Koen Beumer, Britney Bulah",Toon Meelen,"Animal-based protein consumption accelerates the nitrogen and carbon cycles, which contribute to climate change. This study investigates the transition to plant-based protein consumption, the 'Protein Transition', which is expected to decrease greenhouse gas emissions through reduction of animal-based protein production and consumption. The research focuses on injustices induced by this transition in the Netherlands and examines the extent to which different parts of the population are included in making dietary changes. Using a qualitative case study approach with extensive interviews, the findings indicate geographic and ethnic inequalities, highlighting the need for inclusive communication and marketing strategies.",To what extent are different parts of the population in the Netherlands included and enabled to move away from animal-based proteins in the context of the Protein Transition?,12 - Responsible Consumption and Production,"The study addresses the unsustainable levels of meat consumption and the need for a transition to plant-based proteins, aligning with the goal of promoting sustainable consumption patterns.",Netherlands,National,Social Justice & Equity,"Just Transition, Protein Transition, Technological Innovation Systems, social injustice, dietary changes",Qualitative Empirical Research,"Interviews, Case study","Just Transition, Technological Innovation Systems",,,Netherlands,52.243498,5.634323,Country,Abstract too short,aalders_2023.pdf,aalders_2023.png,Matched,Netherlands,52.243498,5.634323
Factors influencing an institutional innovation’s legitimacy in sports communities: a comparative study of video referee systems in three different sports.,Sjors van ’t Hag,2021.0,Jarno Hoekman,Wouter Boon,"This research uses institutional innovation theory and a sociomaterial angle to study legitimacy development of the video referee systems in tennis, field hockey and football as a consequence of different interactions between actor groups and the video referee taking place. Furthermore, the role of sports associations in legitimising the video referee in the sports community is studied by making use of legitimisation strategy theory. Based on the analysis of game regulations and the combination of qualitative interview input and the quantification of media sentiments, it was possible to determine whether an interaction would cause a negative or positive sentiment in the sports community. It was found that legitimacy increases when user actor groups are involved both in-game and during the innovation trajectory.",How do different interactions between actor groups and the video referee influence the legitimacy of video referee systems in sports communities?,,,,,,"Actor groups, Innovation governance, Institutional innovation, Interaction-based analysis, Legitimacy, Legitimisation, Sociomateriality, Sports, Video referee.",Qualitative Empirical Research,"Interviews, Media sentiment analysis","Institutional Innovation Theory, Legitimisation Strategy Theory",,,,,,Broad,Missing SDG,hag_2021.pdf,hag_2021.png,Matched,,,
High-rise zero emission buildings,Myrte Bosch,2022.0,Alexander Peine,,"Since the whole world is facing climate change caused by CO2 emissions, there is a need for sustainable development. This research focuses on the construction sector in the Netherlands since buildings are a large contributor to urban pollution. The paper specifies on high-rise ZEB development. In the long run, high-rise buildings can form an opportunity to contribute to sustainable development and be a solution to the increasing housing and office building shortage. This research examines if the traditional character of the construction sector challenges high-rise ZEB development by looking at the multiple institutional logics approach combined with the theory of institutional entrepreneurship. The results show a sector broad institutional field of risk-averse behaviour, cost control, resistance to change, dispersed actor network and traditional regulation.",How do multiple institutional logics in the construction sector challenge the development of high-rise zero emission buildings?,11 - Sustainable Cities and Communities,"The research addresses the challenges and opportunities in developing high-rise zero emission buildings, which directly relates to creating sustainable urban environments.",Netherlands,National,Energy & Climate,,Qualitative Empirical Research,,"Institutional Logics, Institutional Entrepreneurship",,,Netherlands,52.243498,5.634323,Country,,,,Not found,Netherlands,52.243498,5.634323
UK Digital Health Platform Market Formation Barriers and Policy Trade-offs,N. van Wees,2021.0,W.P.C. Boon,,"Healthcare in the UK is becoming more expensive and less efficient. The National Health Service has started to invite companies into the system to tackle these problems by providing digital health solutions. This research focuses on the barriers market actors experience while forming the digital health market in Greater Manchester and proposes policy trade-offs to address these challenges. Using Historical Event Analysis and interviews, the study identifies barriers such as strict regulation, evidence gathering for legitimacy, and integration issues in GPs' workflows. The findings suggest a need for policy adjustments to better support local actors in the digital health landscape.","What barriers do market actors experience while forming the digital health market in Greater Manchester, and what policy trade-offs can be proposed to tackle these?",3 - Good Health and Well-being,"This research addresses the challenges in the digital health market, which directly impacts the efficiency and accessibility of healthcare services, aligning with the goal of ensuring healthy lives and promoting well-being for all.","Greater Manchester, United Kingdom",Local,Health & Medicine,"Digital health, Market formation, Policy trade-offs, Healthcare, Greater Manchester",Qualitative Empirical Research,"Historical Event Analysis, Semi-structured interviews",,,"NHS Digital, Manchester University NHS Foundation Trust, Greater Manchester Health, Social Care Partnership, Health Innovation Manchester, Babylon Health, Kry, Accurx, PushDoctor",Manchester,53.506525,-2.33744,City,,wees_2021.pdf,wees_2021.png,Matched,United Kingdom,53.506525,-2.33744
ESG: Green Intentions or Green Illusions Influence of ESG Ratings on Firms’ Innovative Performance in the European Union,Jolan Keijzer,2023.0,Iris Wanzenböck,,"Environmental Social Governance (ESG) has become increasingly important to incorporate non-financial information in investment decisions. This thesis examines how changes in firms’ ESG ratings affect their green and non-green innovative performance in the European Union. Using negative binomial regression analysis and Seemingly Unrelated Estimation on patent and ESG rating data from large European firms between 2014-2017, the findings reveal that ESG positively influences both types of innovation, with a stronger effect on non-green innovation. This highlights the relevance of legitimacy and signalling theory in understanding firms' engagement with ESG.",How do changes in firms’ ESG rating affect the green and non-green innovative performance of firms in the European Union and how do these effects relate to each other?,"9 - Industry, Innovation and Infrastructure","The research focuses on the impact of ESG ratings on firms' innovative performance, which aligns with promoting sustainable industrialization and fostering innovation.",European Union,Regional,Circular Economy & Production,"ESG, innovative performance, green innovation, non-green innovation, legitimacy theory, signalling theory",Quantitative Empirical Research,"Negative binomial regression analysis, Seemingly Unrelated Estimation","Legitimacy Theory, Signalling Theory",,,,,,Broad,Abstract too short,keijzer_2023.pdf,keijzer_2023.png,Matched,Europe,,
Technological Diversification in Peripheral Regions: An Empirical Study on the Importance of Interregional Linkages across European Regions,Sebastiaan A. M. Kragting,2023.0,"Dr. I. Wanzenböck, Dr. P. den Hertog",,"This thesis puts the literature on Evolutionary Economic Geography central and assumes that technological diversification is necessary in peripheral regions to foster sustainable and inclusive growth across regions. However, the paradox is that peripheral regions are less probable to diversify because they tend to lock-into their existing specialisations. The research adheres to a quantitative explanatory and exploratory approach to understand technological diversification in core and peripheral regions. The findings suggest that external knowledge spillovers from core regions are of greater importance to technological diversification than from peripheral regions. Additionally, peripheral regions that do diversify are exceptionally high in betweenness centrality, indicating their role as bridges between core and peripheral regions.",How do the interregional linkages with core and peripheral regions affect the probability of a region to technologically diversify?,"9 - Industry, Innovation and Infrastructure","The research focuses on technological diversification and innovation in peripheral regions, which aligns with the goal of fostering resilient infrastructure and promoting sustainable industrialization.",European Regions,Regional,Governance & Policy,"Technological Diversification, Interregional Linkages, Peripheral Regions, Core Regions, Economic Geography",Quantitative Empirical Research,"Regression analysis, Network analysis",Evolutionary Economic Geography,,,,,,Broad,,kragting_2023.pdf,kragting_2023.png,Matched,Europe,,
20 Years of Orphan Drug Policy Evolution in the Netherlands: The Role of Institutional Entrepreneurs,Camilo Ciryl Steenen,2023.0,Tineke Kleinhout-Vliek,Wouter Boon,"This master's thesis examines the historical development of orphan drug policy in the Netherlands, particularly the role of institutional entrepreneurs in shaping these changes. It notes the unique challenges of rare diseases, which affect millions of people across the European Union, and the complex, tailored responses required due to economic constraints and differences in health care systems, patient demographics, and organizational capacity across nations. A qualitative grounded theory approach is employed, using a literature review and semi-structured interviews. Results indicate that institutional entrepreneurs significantly influenced policy changes, integrating orphan drugs into health insurance and reevaluating drug pricing mechanisms. Despite progress, challenges remain, emphasizing the need for collaboration to address affordability and access issues.",How have institutional entrepreneurs influenced the evolution of orphan drug policy in the Netherlands over the past 20 years?,3 - Good Health and Well-Being,"The research focuses on improving access to orphan drugs for patients with rare diseases, directly contributing to health and well-being.",Netherlands,National,Governance & Policy,"Orphan drugs, Institutional entrepreneurs, Health policy, Rare diseases, Netherlands",Qualitative Empirical Research,"Literature review, Semi-structured interviews, Thematic analysis","Institutional Theory, Institutional Entrepreneurship",,,Netherlands,52.243498,5.634323,Country,,steenen_2023.pdf,steenen_2023.png,Matched,Netherlands,52.243498,5.634323
Managing the Twin Transition: The Role of Research and Technology Organizations in Converging the Digital and Sustainability Transition,"Anne Veldhuis, BSc",2023.0,"Dr. A.C. van den Berg, Dr. A. Geurts",Dr. L. Piscicelli,"This research explores the contribution of Research and Technology Organizations (RTOs) in the governance of the twin transition, focusing on the Netherlands Organisation for Applied Scientific Research (TNO). The study employs a qualitative case study methodology, utilizing semi-structured interviews and participation in a twin transition workshop. Findings reveal that TNO plays multiple roles in the governance of the twin transition, including initiating, connecting, and facilitating. The research identifies challenges in aligning digitalization and sustainability efforts and provides actionable guidelines to enhance TNO's contribution to the twin transition.",How can Research and Technology Organizations (RTOs) contribute to the governance of the twin transition?,"9 - Industry, Innovation and Infrastructure","The study emphasizes the role of RTOs in fostering innovation and facilitating the convergence of digital and sustainability transitions, which aligns with the objectives of promoting sustainable industrialization and fostering innovation.",Netherlands,National,Governance & Policy,"twin transition, Research and Technology Organizations, Sustainability, digitalization, Governance",Qualitative Empirical Research,"Semi-structured interviews, Case study",Transition Management,TNO,TNO,The Hague,52.243498,5.634323,City,Abstract too short,veldhuis_2023.pdf,veldhuis_2023.png,Matched,Netherlands,52.243498,5.634323
Use of data analytics applications by Dutch municipalities to support policy making on socio-economic aspects of the local energy transition,"Claire van der Sanden, BSc",2023.0,Iryna Susha,Koen Frenken,"This thesis investigates how Dutch municipalities utilize data analytics applications to enhance policy making regarding socio-economic aspects of the local energy transition. The aim is to analyze the integration of knowledge from data analysts and policy makers in this process. A multiple-case study involving six municipalities was conducted, focusing on two data analytics applications in each case. Findings reveal that collaboration between data analysts and policy makers improves knowledge integration, facilitating informed decision-making on energy transition initiatives. Challenges include data accuracy and privacy concerns. The study emphasizes the importance of socio-economic considerations in data analytics for promoting equitable energy transitions.",How do data analytics applications support policy making on socio-economic aspects of the local energy transition in Dutch municipalities?,7 - Affordable and Clean Energy,"This SDG applies as the research focuses on enhancing energy transition policies through data analytics, which is essential for achieving sustainable energy solutions.",Netherlands,Local,Energy & Climate,"data analytics, municipalities, Energy transition, policy making, socio-economic aspects",Qualitative Empirical Research,Multiple case study,,TNO,,The Hague,52.243498,5.634323,City,,sanden_2023.pdf,sanden_2023.png,Matched,Netherlands,52.243498,5.634323
Directionality in mission-oriented innovation: an assessment of the directionality challenges in the mission towards a carbon-free electricity system in the Netherlands,Jeroen van der Teems,2023.0,Koen Frenken,Matthijs Janssen,"This study explores the challenges of directionality in mission-oriented innovation policy, particularly in the context of achieving a carbon-free electricity system in the Netherlands by 2050. The research aims to apply a conceptual framework to identify directionality challenges faced by practitioners in translating societal goals into actionable policies. A combination of desk research and 18 stakeholder interviews was conducted to assess these challenges. The findings reveal ten key directionality challenges, including handling goal conflicts and mobilising relevant policy domains, highlighting the need for a more integrated approach to governance in the energy transition.",What directionality challenges are experienced in the mission towards a carbon-free electricity system in the Netherlands?,13 - Climate Action,"The research addresses the challenges of achieving a carbon-free electricity system, which is crucial for mitigating climate change and aligns with the goals of SDG 13.",Netherlands,National,Energy & Climate,"directionality, mission-oriented innovation, carbon-free electricity, Energy transition, Governance",Qualitative Empirical Research,"Desk research, Interviews",,KPMG,,Netherlands,52.243498,5.634323,Country,Abstract too short,,,Not found,Netherlands,52.243498,5.634323
Mobilising academic research for transformative change,Menno Veer,2023.0,Gaston Heimeriks,,"This study examines a mission-driven knowledge ecosystem (KES) as an example of how knowledge can be organised for transformative change. It investigates the influence of such a KES on the credibility cycle of an academic PhD researcher. A case study was conducted on the mission-driven KES CATO, focusing on Carbon Capture and Storage (CCS) knowledge. Document analysis and interviews with PhD researchers and other stakeholders provided insights into the research process. The findings indicate that a mission-driven KES significantly influences the credibility cycle, aligning research with societal and industrial needs, while highlighting the importance of monitoring the ecosystem's goals for societal benefit.",What is the influence of a mission-driven knowledge ecosystem on the credibility cycle of an academic researcher?,"9 - Industry, Innovation and Infrastructure","The study focuses on the role of knowledge ecosystems in fostering innovation and collaboration, which aligns with the goal of promoting sustainable industrialization and fostering innovation.",,Local,Governance & Policy,,Qualitative Empirical Research,"Case study, Document analysis, Interviews",,,CATO,,,,Broad,,veer_2023.pdf,veer_2023.png,Matched,,,
The Knowledge Capacity and Epistemic Contribution of Social Pharmaceutical Innovation Actors,Samantha van Brakel,2023.0,Tineke Kleinhout-Vliek,Wouter Boon,"This thesis examines the knowledge capacity and epistemic contribution of Social Pharmaceutical Innovation actors in addressing unmet medical needs. The aim is to gain insight into the management and execution of knowledge processes within these collaborations. A case study on the off-label use of lidocaine for pain management in pancreatic cancer patients was conducted. Ten semi-structured interviews and document analysis were utilized to gather data. Findings indicate that knowledge is created and shared through various means, leading to the application of new knowledge in projects and techniques. The continuous exchange of knowledge among diverse actors is crucial for addressing medical needs.","How do Social Pharmaceutical Innovation actors achieve knowledge creation, exchange, and application to address unmet medical needs?",3 - Good Health and Well-Being,This SDG applies as the thesis focuses on addressing unmet medical needs through innovative healthcare solutions.,,Local,Social Justice & Equity,"Social Pharmaceutical Innovation, knowledge capacity, multi-actor collaboration, unmet medical needs, lidocaine",Qualitative Empirical Research,"Semi-structured interviews, Document analysis",,,,,,,Broad,,brakel_2023.pdf,brakel_2023.png,Matched,,,
ADDRESSING INSTITUTIONAL AGENCY IN THE ACCUMULATION OF SMALL WINS A CASE STUDY ON THE CIRCULAR TRANSITION OF THE DUTCH TEXTILE INDUSTRY,P.A.J. Schmidt,2023.0,Iris Wanzenböck,Koen Frenken,"This thesis explores the concept of small wins as a means to facilitate transformational change in the Dutch textile industry. The aim is to understand how propelling mechanisms assist small wins in overcoming institutional barriers. An embedded case study was conducted, analyzing 11 small wins and their interactions with institutional work. Findings reveal that institutional barriers are primarily normative and cultural, with regulative barriers being less significant. The study highlights the importance of supporting small wins in policy to enhance their effectiveness in driving circular economy initiatives.","How do propelling mechanisms help small wins overcome institutional barriers towards transformational change, and what role does institutional agency play in that process?",12 - Responsible Consumption and Production,"The research focuses on the circular transition of the textile industry, which directly relates to sustainable production and consumption practices.",Netherlands,National,Circular Economy & Production,"small wins, institutional work, Circular Economy, textile industry, transformational change",Qualitative Empirical Research,Case study,Institutional Entrepreneurship,,,Netherlands,52.243498,5.634323,Country,Abstract too short,schmidt_2023.pdf,schmidt_2023.png,Matched,Netherlands,52.243498,5.634323
Open Innovation in Accelerator Programs,Lennart Viveen,2023.0,Frank van Rijnsoever,Giovanna Capponi,"This research investigates the role of business accelerators in the growth of startups, focusing on how they influence business model developments. The study aims to identify the contributions of accelerators compared to startups' personal networks. Using a comparative case study design, qualitative data was collected from 23 European energy-related startups, comparing 15 accelerated and 8 non-accelerated ones. The findings reveal that accelerators significantly impact the key partners and key activities components of startups, while other components show no substantial difference. The most influential external actors include the accelerator, investors, and universities.",To what extent do business accelerators contribute to the development of startups' business models compared to their personal networks?,8 - Decent Work and Economic Growth,"The research highlights how business accelerators support startup growth, which can lead to economic benefits and job creation.",Europe,Regional,Circular Economy & Production,,Qualitative Empirical Research,Comparative case study,Open Innovation,Rockstart,,,,,Broad,Abstract too short,viveen_2023.pdf,viveen_2023.png,Matched,Europe,,
Barriers to digitalisation in the SME manufacturing industry: a guideline to a solution,Ben de Groot,2023.0,Gaston Heimeriks,,"This thesis investigates the barriers to digitalisation faced by SMEs in the manufacturing industry, particularly in the context of the Fourth Industrial Revolution. The aim is to identify strategies that can help these companies overcome these barriers and enhance their competitiveness. A qualitative methodology was employed, involving semi-structured interviews with various SMEs. The findings reveal significant cultural, technological, financial, and industry-related barriers that hinder digitalisation efforts. The research culminates in a conceptual model that outlines these barriers and suggests potential solutions, emphasizing the importance of collaboration and standardisation within the supply chain.","What strategies can SMEs in the manufacturing industry use to overcome barriers to digitalisation, creating a digital enterprise and thus increasing their competitiveness?","9 - Industry, Innovation and Infrastructure","This research aligns with SDG 9 as it focuses on enhancing industrial innovation and infrastructure through the digitalisation of SMEs, which is crucial for improving their competitiveness and sustainability.",Netherlands,National,Circular Economy & Production,"digitalisation, SME, manufacturing, barriers, Industry 4.0",Qualitative Empirical Research,Semi-structured interviews,,,,Netherlands,52.243498,5.634323,Country,Abstract too short,groot_2023.pdf,groot_2023.png,Matched,Netherlands,52.243498,5.634323
Developing an evaluation approach for transformative innovation policies and identifying conditions for its institutionalisation,Sander van de Wijngaert,2023.0,Koen Frenken,Joeri Wesseling,"Innovation policies are increasingly aimed at addressing grand societal challenges. These Transformative Innovation Policies (TIPs) aim to fundamentally change sociotechnical systems such as energy, transport and food. This study develops an evaluation approach suitable for TIPs and identifies necessary conditions for its adoption by governments. It synthesizes transition literature with policy evaluation literature, proposing that transition tasks should be evaluated as policy objectives. The research includes four analytical steps, leading to a reflexive evaluation approach that incorporates stakeholder inclusion. An illustrative case study reveals barriers to executing transition tasks and suggests recommendations for legitimizing learning within government evaluation cultures.",How can an evaluation approach for transformative innovation policies be developed and what conditions are necessary for its institutionalisation?,"9 - Industry, Innovation and Infrastructure","The research focuses on developing innovative evaluation approaches for transformative policies, which is essential for fostering sustainable industrial practices and infrastructure.","The Hague, Netherlands",Local,Governance & Policy,"Transformative Innovation Policies, evaluation, transition tasks, stakeholder inclusion, learning-based evaluations","Mixed Methods Research, Qualitative Empirical Research","Case study, Stakeholder interviews, Policy analysis",Theory of Change,Ministry of Infrastructure and Water Management,,The Hague,52.074946,4.26968,City,Abstract too short,wijngaert_2023.pdf,wijngaert_2023.png,Matched,Netherlands,52.074946,4.26968
"Examining the Diffusion of Insulation among Dutch Households: A Quantitative Study on Diffusion Curves, Foregone Benefits and Adoption Influences",Daan Pisa,2023.0,Koen Frenken,Robert Harmsen,"This study quantitatively examines the diffusion of insulation measures among Dutch households, aiming to understand the factors influencing adoption and the foregone benefits of insulation. Through three analyses based on surveys, it finds that while the average degree of insulation has increased, the rate of diffusion has decreased. Significant differences in insulation levels exist between older and newer dwellings, with rental properties lagging behind. The analysis reveals that additional insulation could have saved substantial amounts of natural gas, highlighting a misalignment between private and societal benefits. Recommendations for policy and further research are provided.","What factors influence the diffusion of insulation measures among Dutch households, and what are the foregone benefits of insulation?",11 - Sustainable Cities and Communities,"The study addresses the energy efficiency of residential buildings, which is crucial for creating sustainable urban environments and reducing greenhouse gas emissions.",Netherlands,National,Energy & Climate,"Insulation, Energy Efficiency, Adoption, Dutch Households, Diffusion Curves",Quantitative Empirical Research,"Diffusion curve analysis, Foregone benefits analysis, Adoption influences analysis",Energy Efficiency Gap,TNO,,Netherlands,52.243498,5.634323,Country,Abstract too short,pisa_2023.pdf,pisa_2023.png,Matched,Netherlands,52.243498,5.634323
The equivocal role of proximity dimensions on technological novelty,Maurice Lekkerkerker,2023.0,Matthijs Janssen,,"This study investigates the influence of proximity dimensions between R&D project partners on technological novelty in the Dutch energy sector. The aim is to understand how different proximities affect structural and functional novelty. A text-based approach utilizing GloVe word vectors is developed to quantify novelty, which is then regressed against proximity characteristics derived from Boschma’s proximity framework. Findings reveal mixed results: organizational proximity negatively impacts structural novelty but positively affects functional novelty in energy efficiency projects. Technological and geographical proximity show negative associations with functional novelty in specific technologies. This research contributes to the understanding of technological novelty and offers insights for policymakers.",How does proximity between project partners relate to the creation of technological novelty in collaborative R&D projects?,"9 - Industry, Innovation and Infrastructure","The study focuses on technological novelty and innovation in the energy sector, which is crucial for sustainable industrial development and infrastructure improvements.",Netherlands,National,Energy & Climate,"technological novelty, proximity dimensions, R&D projects, energy sector, structural novelty, functional novelty",Quantitative Empirical Research,"Regression analysis, text-based approach, GloVe word vectors",Proximity Theory,,RVO,Netherlands,52.243498,5.634323,Country,,lekkerkerker_2023.pdf,lekkerkerker_2023.png,Matched,Netherlands,52.243498,5.634323
